Entity Status,Name,Unique Entity ID,Expiration Date,NAICS Code,Address Line 1,Address Line 2,City,State/Province,Zip Code,Source
Active,SCANCO USA INC,MLBGWHVFY8R9,5/9/24,334516,1100 WEMBLEY DR,,WAYNE,PA,19087,
Inactive,SAPIENT AUTOMATION LLC,VXBFL7PNUMN7,4/28/15,236210,30 S PINE ST,,DOYLESTOWN,PA,18901,
Active,TE Connectivity Corporation,D5Y3JHNHM2T6,2/2/24,334417,627 N Grant St,,Waynesboro,PA,17268,
Inactive,Pdq Industries Inc.,THNTDN9K7424,11/24/19,332510,2230 Embassy Dr,,Lancaster,PA,17603,
Active,"Para-Coat Technologies, Inc.",L27MJ8C3DEE3,1/11/24,334418,17 JOHNS ST,,JOHNSTOWN,PA,15901,
Active,LANCONNECT INC,NXHSCE3PSCM9,2/3/24,238210,623 W WASHINGTON ST,,NORRISTOWN,PA,19401,
Inactive,BDS SYSTEMS INC,C9DXQVCQD8M7,5/3/23,334511,939 NATHANIEL TRL,,WARWICK,PA,18974,
Active,ATI ENGINEERING SERVICES LLC,MBNWCH8MGTN3,5/22/24,334511,469 AIRPORT RD,,JOHNSTOWN,PA,15904,
Inactive,NITTANY CONTROLS,EC3TNR4FXXS9,3/25/15,334512,304 N PENNSYLVANIA AVE,,CENTRE HALL,PA,16828,
Active,WH COOKE & CO INC,EJCTB6TVK9M7,5/9/24,334513,6868 YORK RD,,HANOVER,PA,17331,
Inactive,"Sunburst Electronics, Inc.",TSELHDZADKN3,6/25/19,334412,420 E Bayfront Pkwy,,Erie,PA,16507,
Inactive,"Clinton Industries, Inc.",WNJVMX4MA1J7,10/23/19,334515,525 E MARKET ST,,YORK,PA,17403,
Inactive,"B & B MICROSCOPES, LTD.",FF99ALJE9CG3,4/22/16,333314,490 LOWRIES RUN RD,,PITTSBURGH,PA,15237,
Inactive,"Coconut Computers, Inc.",J9GUK64R8MJ9,11/12/21,334111,225 Lincoln Hwy Ste 178,,Fairless Hills,PA,19030,
Inactive,"SOFTMART GOVERNMENT SERVICES, INC",J6W6MK76E1H3,3/1/17,334614,450 ACORN LN,,DOWNINGTOWN,PA,19335,
Active,5S COMPONENTS INC,QTC6T5EKB8V7,5/1/24,334413,630 5TH AVE,,EAST MC KEESPORT,PA,15035,
Inactive,Allied Materials Company,KDJXYR92YEG9,3/3/21,236118,400 Poplar St,,Pittsburgh,PA,15223,
Inactive,CHEM SPACE ASSOCIATES INCORPORATED,HEPRH3M1FUP3,3/27/15,334515,75 CHAPEL RIDGE PL,,PITTSBURGH,PA,15238,
Active,MACK ELECTRIC DEVICES INC,MB6NUE1NGGT8,6/13/24,334290,25 SOUTH AVENUE,,WYNCOTE,PA,19095,
Active,"Matcor, Inc.",L6NJCN89S8S5,2/1/24,238190,101 Liberty Ln,,Chalfont,PA,18914,
Active,"United Terex, Inc.",FLUGR8TJCRD9,2/15/24,314999,2579 Industry Ln,,Norristown,PA,19403,
Inactive,"Martz Technologies, Inc.",TM3YEKLCQH34,5/2/23,333922,216 MARTZVILLE RD,,BERWICK,PA,18603,
Active,SAGE MEDICAL SUPPLY LLC,V3L2J3HNGYR6,11/19/23,322291,4301 W LINCOLN HWY,,DOWNINGTOWN,PA,19335,
Inactive,"Intervala, LLC",KV5CKFBCMPM8,7/16/22,334418,1001 TECHNOLOGY DR STE 1181,,MOUNT PLEASANT,PA,15666,
Active,ANALYTICAL INSTRUMENT TECHNOLOGY INC.,PKA1VU512B29,4/5/24,334516,4965 W OAKVIEW CT,,DOYLESTOWN,PA,18902,
Inactive,"Solentim, Inc",GFKLZ4J9R823,6/23/22,333314,987 OLD EAGLE SCHOOL RD STE 709,,WAYNE,PA,19087,
Inactive,Crescend Technologies LLC,CL1VVV5KBWF5,7/4/22,334220,888 Far Hills Dr Ste 200,,New Freedom,PA,17349,
Inactive,"O2H, LLC",EJP2WRWN5SJ1,1/30/23,334510,231 Friemann Ln,,Sciota,PA,18354,
Active,SAPIENCIA LLC,VRV4ESFQ12N7,2/9/24,334513,511 ERFORD RD,,CAMP HILL,PA,17011,
Inactive,"INSTAHUB, LLC",KYHCSH6H4TH3,2/24/22,334512,3817 SPRUCE ST,,PHILADELPHIA,PA,19104,
Inactive,"Marque Star Holdings, LLC",PPUKKQ4JR5K3,10/6/21,334310,1541 Farmers Ln,,Glen Mills,PA,19342,
Inactive,Intelectric LLC,D52WLBQ9FLF6,5/12/23,221114,224 Penn Ave Ste 3A,,Pittsburgh,PA,15221,
Active,EXCELITAS TECHNOLOGIES CORP,K9JHT6GLB1B1,4/26/24,334413,284 GREAT VALLEY PKWY,,MALVERN,PA,19355,
Inactive,BIOTUNNELS LLC,L4YRYLJWSHN6,6/19/22,334512,3863 TERRACE ST,,PHILADELPHIA,PA,19128,
Inactive,Booyah Technologies LLC,WGJJJLZ3SGG3,2/27/23,334310,86 Tomlinson Rd Ste D,,Huntingdon Valley,PA,19006,
Active,OLD IRONSIDES CONSTRUCTION LTD,CD46XLEGCCE7,1/31/24,236115,3902 CHIPPENHAM RD,,MECHANICSBURG,PA,17050,
Inactive,Sinclair Technologies LLC,CAWALPBUJ4D1,2/20/21,334510,200 E State St Ste 301,,Media,PA,19063,
Inactive,AMERICAN DESIGNED TECHNOLOGY MANAGEMENT LLC,FNK1LSEHJG15,11/17/21,334118,922 N 3rd St Fl 1,,Harrisburg,PA,17102,
Inactive,JC Computer Consulting Limited Liability Company,ENBVGF81LYE5,1/3/22,212321,1111 W Broad St,,Bethlehem,PA,18018,
Inactive,Process Improvement Professionals 357 LLC,YVF5QDJEZG37,6/4/22,334513,187 E 18TH ST,,CHESTER,PA,19013,
Active,TDI INNOVATIONS INC,HFRME1QNGBA5,4/24/24,334511,1150 1ST AVE,STE 382,KING OF PRUSSIA,PA,19406,
Inactive,UNITED EAGLE INC,Y4NFKEZP8HU3,3/10/22,236220,115 LONGFELLOW CLOSE,,MOOSIC,PA,18507,
Inactive,LYTESENSE Corporation,MPA6ZM94BCL4,2/19/22,334517,713 ELGIN RD,,NEWTOWN SQUARE,PA,19073,
Active,DISTINCTIVE DATA COMMUNICATIONS LLC,Q31KEFGN3LH7,2/6/24,237130,3043 ROXBURY RD,,SHIPPENSBURG,PA,17257,
Inactive,"CAC Services, Inc.",LT49ZNGJFEE7,6/17/22,237990,2120 Greentree Rd Ste Pe9,,Pittsburgh,PA,15220,
Inactive,"Chris Wright Enterprises, LLC",V55DSA2YJ853,1/11/22,325910,1507 Cardinal Dr,,Coatesville,PA,19320,
Inactive,Atchison Tech Solutions LLC,QL8ZRPJ1AGG6,3/9/22,332510,12 LARK LN,,LANCASTER,PA,17603,
Inactive,INTERSERVICES AMERICA LLC,CJSYCWHNVE47,3/11/22,221114,26 RIDDLEWOOD DR,,MEDIA,PA,19063,
Active,ECM DEVELOPMENT CORP,WBE8K4B3D2U5,2/29/24,334416,1711 ROUTE 588,,FOMBELL,PA,16123,
Inactive,"In-Building Cellular, Inc.",V8LWWML1FLF3,11/12/22,237130,3401 Grays Ferry Ave Bldg 6197 Unit 319,,Philadelphia,PA,19146,
Inactive,GLOBAL QUALITY IMPROVEMENT LLC,LYBUNFRGPJ57,10/16/21,325412,800 PARDEE LN,,WYNCOTE,PA,19095,
Inactive,SIX SIGMA TECHNOLOGY INC.,KZV8X9CLNKK1,10/21/22,236210,1759 BRIDGE ST,,PHILADELPHIA,PA,19124,
Inactive,"TITANIC CONTROLS, INC.",ZUJ4U31MDGT5,8/22/17,334512,611-615 MORGAN AVE,,DREXEL HILL,PA,19026,
Inactive,"Newage Testing Instruments, Inc",M3FPNMCLBFL9,3/27/23,334519,205 KEITH VALLEY RD,,HORSHAM,PA,19044,
Active,"SPECTRUM CONTROL, INC.",QNBSZPKPXN83,11/21/23,334416,8061 AVONIA RD,,FAIRVIEW,PA,16415,
Inactive,LEAVENS ENGINEERING ASSOCIATES,QYCNE9G1RKM1,1/2/16,236220,1919 RIGGS RD,,LIBRARY,PA,15129,
Inactive,Cianflone Scientific Instruments Corporation ,ZMJJHJ3YKAP3,5/29/15,334516,135 Industry Dr ,,Pittsburgh,PA,15275,
Active,"NorCom Systems, Inc.",NQEQFDV9X7C6,11/7/23,334519,1055 W GERMANTOWN PK Ste 4,,Norristown,PA,19403,
Inactive,"CLEAR SOUND, INC",HVREZD4PAPM4,10/27/21,238210,546 PENN ST,,LANSDOWNE,PA,19050,
Active,EAST HILL VIDEO PRODUCTION COMPANY LLC,NRHJKA1XQHC9,4/24/24,238210,157 S BROAD ST,,LANSDALE,PA,19446,
Active,"ADVANCED COMPOSITE PRODUCTS, INC.",DMVKJRBP6QR7,2/14/24,334511,1740 MULBERRY ST,,HARRISBURG,PA,17104,
Inactive,SatCom Distribution Inc.,GVPVMEJ2WN26,5/19/18,334220,239 Main St Ste 102,,East Greenville,PA,18041,
Active,TRI-FORCE CONSULTING SERVICES INC,XYX2JP7AC7C3,3/16/24,334290,650 N CANNON AVE,,LANSDALE,PA,19446,
Active,PROXICAST LLC,KBC5QNR4MYZ5,4/30/24,334118,312 SUNNYFIELD DR,,GLENSHAW,PA,15116,
Inactive,"CONFIDENT INDUSTRIAL CONTROLS, LLC.",ZZNDFDKS2EF8,5/17/16,334512,4930 W CHESTER PIKE STE 104,,NEWTOWN SQUARE,PA,19073,
Active,"Siemens Medical Solutions USA, Inc.",KFMJVLKNLZ75,1/25/24,236220,40 Liberty Blvd,,Malvern,PA,19355,
Active,"THE ULTRAN GROUP, INC.",JJWJS5MHTG87,2/18/24,334419,2380 COMMERCIAL BLVD,,STATE COLLEGE,PA,16801,
Inactive,EAGLE MICROSYSTEMS,L336KJ3EP5R7,6/4/15,333997,366 CIRCLE OF PROGRESS DR,,POTTSTOWN,PA,19464,
Inactive,"COMMUNICATIONS TEST DESIGN, INC.",HJSYJBAVKF13,9/16/15,334290,1373 ENTERPRISE DR,,WEST CHESTER,PA,19380,
Active,VIEW THRU TECHNOLOGIES INC,UBBLBPFJCJD7,6/21/24,326130,1765 WALNUT LN,,QUAKERTOWN,PA,18951,
Active,LAKE REGION MICRO ELECTRONICS CORP.,TA1EE3BX3YK1,6/4/24,333242,918 CHURCH ST,,HONESDALE,PA,18431,
Inactive,"Marco Manufacturing Co., Inc.",JG3KBW9LXJS9,2/27/20,332119,1701 S 26TH ST # 15,,PHILADELPHIA,PA,19145,
Active,"Electro-Tech Systems, Inc.",N92ZHJ3HYXP3,11/18/23,333415,700 W Park Ave,,Perkasie,PA,18944,
Active,MCCLURE COMPANY,CYHXFV6JNFF6,12/6/23,238220,4101 N 6TH ST,,HARRISBURG,PA,17110,
Inactive,AMERICAN POLARIZERS INC,XBG9PTD887N7,5/4/23,333314,141 S 7TH ST,,READING,PA,19602,
Active,"DIVERSIFIED TRAFFIC PRODUCTS, INC.",D3PUNXDHNDM3,10/14/23,333111,3846 GREEN VALLEY RD,,SEVEN VALLEYS,PA,17360,
Inactive,"IMAC SYSTEMS, INC.",C6KFHYJPN9A3,10/16/18,334511,90 MAIN ST,,BRISTOL,PA,19007,
Active,DELTA INFORMATION SYSTEMS INC,JKM7K2CCW6U9,4/4/24,334220,747 DRESHER RD,STE 125,HORSHAM,PA,19044,
Inactive,"Creative Display Solutions, Inc. ",N8D2E2KW6AL8,3/15/19,238390,1370 ADAMS RD ,,BENSALEM,PA,19020,
Active,CUSTOM SCIENTIFIC INSTRUMENTS INC,CNH3V5MGDAK5,6/11/24,332312,1125 CONROY PL,,EASTON,PA,18040,
Active,NEU DYNAMICS CORP,MKH1SS591CW8,3/1/24,333511,110 STEAM WHISTLE DR,,WARMINSTER,PA,18974,
Inactive,"TJL HOLDINGS, INC.",Z9ZKDPEK5318,9/24/14,334111,345 LANCASTER AVE,,MALVERN,PA,19355,
Inactive,"OBSERVATION TECHNOLOGIES, INC. ",G9KSAKTN5337,7/21/20,334511,350 E Butler Ave  Suite 109 ,,New Britain,PA,18901,
Inactive,"Blatek Industries, Inc.",CZKSUNBQ11Y8,8/4/18,334419,2820 E College Ave Ste F,,State College,PA,16801,
Active,DE NORA WATER TECHNOLOGIES LLC,TKLXJM44AM99,1/6/24,325998,3000 ADVANCE LN,,COLMAR,PA,18915,
Active,REL TEK CORP,SFSASSAXJKQ6,12/29/23,334513,4185 OLD WILLIAM PENN HWY,,MONROEVILLE,PA,15146,
Active,"ENRICH PRODUCTS, INC.",EQWGVYAUDRB9,6/11/24,221310,919 PENN AVE,,WILKINSBURG,PA,15221,
Inactive,"MEMCO, INC.",RE5FVEFGED65,4/3/15,334515,806 GRAND MANOR DR,,WRIGHTSVILLE,PA,17368,
Active,911 SAFETY EQUIPMENT LLC,HRNDE8NJJFM5,3/7/24,314910,9 S FORREST AVE STE 200,,NORRISTOWN,PA,19403,
Active,"DEFENSHIELD, INC.",E3B6J7MC6893,3/9/24,315990,7324 WOODBURY PIKE,,ROARING SPRING,PA,16673,
Active,"SPEC SCIENCES, INCORPORATED",S3KMQ2JZUWT4,9/30/23,333132,758 THORNTON ST,,SHARON,PA,16146,
Active,"Motors Drives & Controls, Inc.",F2QZM2JKK4P4,2/24/24,333998,2398 N Penn Rd,,Hatfield,PA,19440,
Inactive,STRAINSENSE ENTERPRISES INC,UXL2RE8TYZ83,8/10/16,334515,1080 LONG RUN RD,,MC KEESPORT,PA,15132,
Active,"Woodward McCoach, Inc.",YXKQC2AYYRM5,3/5/24,334210,1171 McDermott Dr,,West Chester,PA,19380,
Active,"C. W. E., INC.",KLA1N1AHKZN6,1/9/24,334519,25 ST PAULS RD,,ARDMORE,PA,19003,
Active,BILLET INDUSTRIES INC,TYGGJ6187HY1,4/10/24,332510,247 CAMPBELL RD,,YORK,PA,17402,
Inactive,"WRIGHT THERAPY PRODUCTS, INC.",KLNSNJUU5N69,3/27/19,334510,103-B INTERNATIONAL DR,,OAKDALE,PA,15071,
Inactive,"King, John",M7V2EHZQ7LT3,7/22/22,213112,303 AVON RD,,Upper Darby,PA,19082,
Active,"Bat Conservation and Management, Inc.",K8KAE356N7N5,2/19/24,321999,1263 Claremont Rd,,Carlisle,PA,17015,
Inactive,"WMI Group, Inc. ",HJX4ZELRTTS1,2/2/17,331110,3075 Advance Ln ,,Colmar,PA,18915,
Inactive,MAJELAC TECHNOLOGIES LLC,HLVPYZRSNKU7,3/8/22,334413,3070 McCann Farm Dr Ste 110,,Garnet Valley,PA,19060,
Inactive,Nitor Technologies ,URLKM1PNMJ67,1/24/15,211111,2750 CONSTITUTION BLVD STE 3 ,,BEAVER FALLS,PA,15010,
Active,Stonybrook Scientific Ltd,GJDQGNK284J1,2/8/24,334513,1055 W Germantown Pike,,Norristown,PA,19403,
Active,"LABREPCO, LLC ",QDTBNAKYR8W3,12/19/23,333415,101 Witmer Rd Ste 700 ,,Horsham,PA,19044,
Active,RTD EMBEDDED TECHNOLOGIES INC,U1PHZ8JUHL21,1/25/24,334111,103 INNOVATION BLVD,,STATE COLLEGE,PA,16803,
Inactive,OXYGEN ENTERPRISES LTD,XA67FAA6DCJ8,6/21/23,334516,207 SAINT MARKS SQ,,PHILADELPHIA,PA,19104,
Active,ENGINEERING GRAPHICS INC,D6KRCNLMAEK6,3/13/24,334412,9 BROWN AVE,,CANONSBURG,PA,15317,
Inactive,"APPLIED RESEARCH AND PHOTONICS, INC.",UJ4EWHDQXYM5,11/2/22,334413,470 FRIENDSHIP RD STE 10,,HARRISBURG,PA,17111,
Active,"Premier Systems Sales, Ltd. ",NYK2FNSJBYA6,12/12/23,334111,149 Inverness Dr ,,Blue Bell,PA,19422,
Inactive,ARS ASSOCIATES,TNH4X85KW411,1/2/22,334513,3440 LEHIGH ST 250,,ALLENTOWN,PA,18103,
Active,MACHINE VISION & IMAGE ANALYSIS INC,RBS2ZGD3Y211,6/20/24,334516,125 SHERWOOD DR,,MONACA,PA,15061,
Active,ABB INC,M4FCMXZKG1M1,2/24/24,334513,125 EAST COUNTY LINE ROAD,,WARMINSTER,PA,18974,
Inactive,SKEYES UNLIMITED CORP.,D86ANCSS6FG4,1/14/20,334511,1660 MCELREE RD,,WASHINGTON,PA,15301,
Active,"NEURONETICS, INC.",Z7KADU9Q2DG8,1/30/24,334510,3222 PHOENIXVILLE PIKE,,MALVERN,PA,19355,
Active,"TVC COMMUNICATIONS, L.L.C.",K7AUKRR4Z8J5,3/9/24,334220,800 AIRPORT RD,,ANNVILLE,PA,17003,
Active,Urban Harvest Partnership LLC ,NF7SQG9R6BQ1,12/28/23,221114,6050 Osage Ave ,,Philadelphia,PA,19143,
Inactive,TEXOLVE ,W776N2JTM8A5,11/2/15,238990,415 MOUNT NEBO RD ,,PITTSBURGH,PA,15237,
Active,"Optotherm, Inc",FZ9BPAHNK8M2,2/14/24,334519,2591 Wexford Bayne Rd Ste 304,,Sewickley,PA,15143,
Active,PHONETICS INC,YLAGJHMM8N91,4/4/24,334111,901 TRYENS RD,,ASTON,PA,19014,
Active,APP-TECHS CORPORATION,ZF9DGSDKKZF6,1/17/24,238210,505 WILLOW LN,,LANCASTER,PA,17601,
Inactive,Jolo Enterprises LLC ,J4LVA6TEBRT8,8/25/16,238210,405 Butler St ,,Pittsburgh,PA,15223,
Inactive,"Yardley Products, LLC",WMQJX44WHD74,11/26/20,332721,10 W College Ave,,Yardley,PA,19067,
Inactive,CORNERSTONE CONNECTION INC,PENSLMCFNAC3,10/6/15,332722,190 N FRANKLIN ST,,COCHRANTON,PA,16314,
Active,LIBERTY ELECTRONICS INC,L9MNHKGJ3KL7,3/8/24,334419,189 HOWARD ST,,FRANKLIN,PA,16323,
Active,"VWR INTERNATIONAL, LLC",H97MYELNTF24,10/31/23,327215,100 W MATSONFORD RD STE 1-200,,WAYNE,PA,19087,
Inactive,JRT CALIBRATION SERVICES INC.,EU2MH8FRSMG7,1/13/22,334519,581B W HIGH ST,,POTTSTOWN,PA,19464,
Active,Powercast Corporation,K34GPJH11731,11/17/23,334419,620 ALPHA DR STE 1,,PITTSBURGH,PA,15238,
Inactive,"A. Blair Powell Company, Inc.",LFRQJ3LBY6K9,2/27/23,332911,5409 Enterprise Blvd,,Bethel Park,PA,15102,
Inactive,"Pro Medical Supplies, Inc.",GPQGD4NF2PM8,5/4/23,334510,1800 Byberry Rd Ste 905,,Huntingdon Valley,PA,19006,
Active,"MEDICAL EQUIPMENT SOURCE, LLC",UT2CB1RU3SV5,1/23/24,334513,364 MARS VALENCIA RD FRNT,,MARS,PA,16046,
Active,"Pei/Genesis, Inc.",E5R2FX3ZC7L4,3/16/24,334417,2180 Hornig Rd,,Philadelphia,PA,19116,
Inactive,GENESYS CONTROLS CORPORATION,JLXHMU98LNX9,7/2/14,334111,1917 OLDE HOMESTEAD LN,,LANCASTER,PA,17601,
Inactive,Fibernetics LLC ,XDPBJ3LSJX76,2/9/23,334511,10 SOUTHVIEW LN ,,LITITZ,PA,17543,
Inactive,"RF SPECIALTIES OF PENNSYLVANIA, INCORPORATED",WZ7VJMU86GK8,10/18/17,334220,619 INDUSTRY PARK RD STE 200,,EBENSBURG,PA,15931,
Inactive,MICROTRONICS INC,FTQYJNR31GP9,11/6/14,325992,103 PENNS TRL,,NEWTOWN,PA,18940,
Active,"Advanced Acoustic Concepts, LLC",KG6UMKVX2DZ2,3/22/24,334511,1080 EBERLY WAY,,LEMONT FURNACE,PA,15456,
Inactive,"ADVANCED LITHO CARE, LTD.",W7UXH3TYZC85,7/2/14,334510,1305 S MAIN ST,,MEADVILLE,PA,16335,
Active,B & W INC,SZ3ZKLXM1ZC7,12/28/23,238220,8100 ADAMS DR,,HUMMELSTOWN,PA,17036,
Inactive,E I T CORPORATION PHOENIX,HTFCB8DWBLJ5,6/19/20,332710,RTE 61,,SUNBURY,PA,17801,
Active,STELLANT SYSTEMS INC,P4ZHAFDLJ616,5/11/24,334419,1035 WESTMINSTER DR,,WILLIAMSPORT,PA,17701,
Active,PHOTO COMMUNICATIONS CORP.,R4YHHGLGMYA4,2/21/24,334220,1554 PAOLI PIKE,# 285,WEST CHESTER,PA,19380,
Active,"GERMANTOWN TOOL MACHINE SHOP, INC.",ZPPDNZ9BJH73,1/26/24,332431,1681 REPUBLIC RD,,HUNTINGDON VALLEY,PA,19006,
Inactive,"NORTHEAST BUILDING CONTROLS, INC.",FK9JNNXMELL3,7/18/18,238210,3 WOODS RD,,TUNKHANNOCK,PA,18657,
Active,TE CONNECTIVITY CORP,ZHHFFL2QETF2,2/7/24,334417,2100 PAXTON ST,,HARRISBURG,PA,17111,
Active,LEIDOS ENGINEERING LLC,PP8TPGCVG1H1,1/31/24,334511,491L BLUE EAGLE AVE,,HARRISBURG,PA,17112,
Active,COLEMAN TECHNOLOGIES INC,Z263SJRS8A38,5/14/24,334515,5131 W CHESTER PIKE,,NEWTOWN SQUARE,PA,19073,
Active,VIDEORAY LLC,GWCRBF5WJTL9,1/5/24,334220,212 E HIGH ST,STE A,POTTSTOWN,PA,19464,
Active,ELECTRI-CORD MANUFACTURING CO,P9TDKGQ9XBJ9,1/11/24,334290,312 E MAIN ST,,WESTFIELD,PA,16950,
Inactive,"Kalglo Electronics Co., Inc.",GJ63KQNB8P13,12/28/21,333414,7279 Park Drive,,Bath,PA,18014,
Inactive,VIBRATION SPECIALTY CORPORATION,KJVJAGXJF7L9,10/20/22,334515,100 GEIGER RD,,PHILADELPHIA,PA,19115,
Active,STATE OF ART INC,EWRPNBA9UW26,11/29/23,334416,2470 FOX HILL RD,,STATE COLLEGE,PA,16803,
Active,CSE Corporation,RJ3XFJ6MUBQ3,4/12/24,213112,1001 Corporate Ln,,Export,PA,15632,
Active,"GNOSTECH, LLC",K2TJQCS1RK49,2/24/24,334111,650 LOUIS DRIVE,SUITE 190,WARMINSTER,PA,18974,
Active,DATA SYSTEMS ANALYSTS INC,K5WASFGRFAG5,3/8/24,334220,8 INTERPLEX DR,,FEASTERVILLE TREVOSE,PA,19053,
Inactive,"DAMASKOS, INC.",DTXDJ1M31B13,12/17/19,334419,6 DICKINSON DR STE 202,,CHADDS FORD,PA,19317,
Active,ZOBER INDUSTRIES INC,EMH1H9WDAN24,5/8/24,332710,500 COVENTRY LN,,CROYDON,PA,19021,
Active,ENVIRONMENTAL TECTONICS CORP,L9QHKNJLAKL8,2/10/24,314999,"125, JAMES WAY",,SOUTHAMPTON,PA,18966,
Inactive,"PSG Controls, Inc.",NVVANZF748A5,10/18/16,334512,1225 Tunnel Rd,,Perkasie,PA,18944,
Inactive,"Varitronics, Inc.",J6H1PKLXPM13,10/17/22,238210,620 Park Way Ste 4,,Broomall,PA,19008,
Inactive,Delaware Valley Data Supply Inc,J497VDUUWCM7,10/11/19,236220,105 TOWN CENTER RD STE 18,,KING OF PRUSSIA,PA,19406,
Active,"COIL SPECIALTY COMPANY, INC.",K6HHZKKUFWM3,6/22/24,334416,60 DECIBEL RD STE 108,,STATE COLLEGE,PA,16801,
Active,SILICON MATERIALS INC,PZ5NBLBJF5E3,4/18/24,334413,208 GARDEN LN,,GLENSHAW,PA,15116,
Inactive,IMET CORPORATION,T3THY6UKD2M3,12/19/19,334418,505 KEYSTONE RD STE E,,SOUTHAMPTON,PA,18966,
Active,CABLE ASSOCIATES INC,C5DYFZEMMLE5,11/16/23,334290,1 EXPORT LN,,ARCHBALD,PA,18403,
Inactive,"Metropolitan Communications, Inc.",J4TZCP6D3AR9,1/27/21,334220,940 Eddystone Ave,,Eddystone,PA,19022,
Active,SPECTRUM CONTROL INC,JNAHKZ57XZ25,7/4/24,334220,8061 AVONIA RD,,FAIRVIEW,PA,16415,
Inactive,"HIGH FIDELITY HOUSE, INC.",C3FLANWB1PK5,12/28/14,334220,1001 SUSSEX BLVD,,BROOMALL,PA,19008,
Active,EMS ACQUISITION CORP.,JVL7AVMXYYT1,1/6/24,325211,1560 INDUSTRY RD,,HATFIELD,PA,19440,
Inactive,"HY-TECH SALES, INC",RPMFV9PW8521,6/5/15,333414,3170 LEECHBURG RD,,PITTSBURGH,PA,15239,
Active,HOLCO INC,GFEJXALSWRA8,5/8/24,333517,407 W ELM AVE,,NORTH WALES,PA,19454,
Inactive,"HPI Processes, Inc.",MKUDKDANYVD4,11/14/22,326199,1030 Revenue Dr,,Telford,PA,18969,
Inactive,"OPTELLIOS, INC.",S7P2JTAF7CA6,11/12/14,334290,11 PENNS TRL STE 300,,NEWTOWN,PA,18940,
Inactive,"ACCELETRONICS, INC.",CSWMXKD7HLD5,12/10/16,334517,602 GORDON DR,,EXTON,PA,19341,
Inactive,SANDA CORPORATION,SS7MVFSVKL76,1/26/16,334516,4005 GYPSY LN,,PHILADELPHIA,PA,19129,
Inactive,"Franklin Instrument Company, Inc.",U8PQLKDGLAF1,6/22/17,334220,1800 STOUT DR,,WARMINSTER,PA,18974,
Active,Dymax Corporation,GEXDMHJM1M27,1/30/24,334510,110 Marshall Dr,,Warrendale,PA,15086,
Active,APPLIED RESEARCH ASSOCIATES INC,DEZ3RPVN82T3,7/6/24,324110,3605 HARTZDALE DR,,CAMP HILL,PA,17011,
Inactive,"ACCARDI, SALVATORE",C11QVH1GHTY7,8/25/15,334417,1422 FARRAGUT AVE,,BRISTOL,PA,19007,
Active,"Instech Laboratories, Inc.",HHL2UWNA8T49,3/21/24,334516,450 GRAVERS RD STE 100,,PLYMOUTH MEETING,PA,19462,
Inactive,"TM Systems, Inc.",MWWAHNQ915K3,6/30/20,333314,1900 W College Ave,,State College,PA,16801,
Active,"GENERAL HIGHWAY PRODUCTS, INC.",MSB1T9J8LQB5,11/18/23,334290,878 SUSSEX BLVD,,BROOMALL,PA,19008,
Active,MEGAPHASE LLC,DUXCJCPJXY36,12/20/23,331318,122 BANNER RD,,STROUDSBURG,PA,18360,
Active,TIGER OPTICS LLC,D1YKDAN76UL6,4/17/24,334513,275 GIBRALTAR RD,,HORSHAM,PA,19044,
Active,HAPEMAN ELECTRONICS INC,JK8KQ59W2DD1,1/6/24,334513,761 N COTTAGE RD,,MERCER,PA,16137,
Active,GRACE INDUSTRIES INC,DKM5HRYSSE65,3/27/24,334290,305 BEND HILL RD,,FREDONIA,PA,16124,
Active,ELECTRONIC INSTRUMENT RESEARCH LTD,EQ5YD2EPY2Z3,1/25/24,334513,2231 TROLIST DR,,IRWIN,PA,15642,
Active,PRECISION LASER & INSTRUMENT INC,TXV8PCF6QPP3,10/25/23,333314,85 11TH ST,,AMBRIDGE,PA,15003,
Active,"ADVANCED INTEGRATION GROUP, INC.",GHPXRVLM7UN3,3/1/24,221310,1 MCCORMICK RD,STE A,MC KEES ROCKS,PA,15136,
Active,EW2 II LLC,KJ3GG5EK2664,12/20/23,321991,480 BESSEMER RD,,MT PLEASANT,PA,15666,
Active,MINTEQ INTERNATIONAL INC.,WEJMG4HYZ8M4,3/30/24,325510,640 N 13TH ST,,EASTON,PA,18042,
Active,STRUBE INC,ZRF1YPK528S6,5/23/24,333613,629 W MARKET ST,,MARIETTA,PA,17547,
Inactive,"GARNON TRUCK EQUIPMENT, INC.",MZKNRXH282E3,7/15/22,213112,1617 Peninsula Dr,,Erie,PA,16505,
Inactive,"Alertek, LLC",YW9NWPNTFM69,4/7/19,334290,125 Theobold Avenue,,Greensburg,PA,15601,
Active,POLYSCIENCES INC,RF2YQ4MA2WJ8,2/8/24,325199,400 VALLEY RD,,WARRINGTON,PA,18976,
Active,INDUSTRIAL ELECTRONICS INC,GRMNZ6CNNKS3,12/7/23,238210,1009 MADISON AVE,,SCRANTON,PA,18510,
Active,ARBILL INDUSTRIES INC,C4NCC2SVM6B6,4/5/24,313210,10450 DRUMMOND RD,,PHILADELPHIA,PA,19154,
Active,JLI Electronics Inc,MKJQGABZME78,11/14/23,334310,2080 Detwiler Rd #5,,Harleysville,PA,19438,
